District,State_UT,NFHS_Households_Surveyed,Female_6plus_Ever_Attended_School_pct,Population_Below_15_pct,Sex_Ratio_Females_per_1000_Males,Households_Electricity_pct,Improved_Drinking_Water_pct,Improved_Sanitation_pct,Clean_Cooking_Fuel_pct,Health_Insurance_Coverage_pct,Women_15_49_Literate_pct,ANC_4plus_pct,Institutional_Births_pct,Skilled_Birth_Attendance_pct,Fully_Vaccinated_12_23m_pct,Diarrhoea_Taken_to_Health_Facility_pct,ARI_Taken_to_Health_Facility_pct,Under5_Stunted_pct,Children_6_59m_Anaemic_pct,Population_2011,Rural_Population_2011,Sub_Centres,PHCs,CHCs,Sub_Divisional_Hospitals,District_Hospitals,PHCs_per_100k_rural,CHCs_per_100k_rural,SubCentres_per_100k_rural,PHC_coverage_vs_general_norm,CHC_coverage_vs_general_norm,District_Match_Score,District_Match_Method
Rayagada,Odisha,880,50.81,30.88,1109.52,96.56,91.26,50.45,30.17,45.45,45.07,85.26,68.9,72.05,92.73,,,43.55,70.49,967911,820945,235,41,11,1,1,4.994244437812521,1.3399192394131154,28.62554738746201,1.4982733313437562,1.6079030872957385,100.0,Exact
Nabarangapur,Odisha,916,52.85,31.8,1059.79,97.35,99.08,44.13,19.02,48.41,40.95,87.67,87.56,87.53,94.84,,,44.11,70.75,1220946,1133321,289,42,10,1,1,3.705922682099776,0.8823625433570895,25.500277503019888,1.1117768046299328,1.0588350520285077,95.65217391304348,Fuzzy
Koraput,Odisha,885,50.63,29.67,1079.42,96.18,89.45,39.42,31.53,54.58,41.68,79.19,82.07,86.26,97.95,,,43.08,69.67,1379647,1153478,307,51,16,0,1,4.4214107247819205,1.3871092469904065,26.615158676628425,1.326423217434576,1.6645310963884876,100.0,Exact
Malkangiri,Odisha,916,48.86,34.06,1136.77,95.77,94.71,41.44,20.86,47.0,41.29,82.77,90.66,93.82,94.81,,,44.33,78.68,613192,563664,158,27,6,2,1,4.790087711828323,1.0644639359618495,28.03088364699537,1.437026313548497,1.2773567231542196,100.0,Exact
Yanam,Puducherry,919,80.92,21.83,1088.55,99.84,100.0,84.06,98.55,29.18,83.32,79.84,100.0,98.99,,,,24.96,39.66,55626,0,4,0,0,0,1,,,,,,100.0,Exact
Mahe,Puducherry,893,99.16,16.8,1163.58,99.71,97.97,99.77,90.88,23.64,99.69,85.0,100.0,100.0,,,,48.18,36.87,41816,0,4,1,1,0,1,,,,,,100.0,Exact
Karaikal,Puducherry,863,86.26,21.91,1132.03,99.56,99.88,84.29,81.19,26.85,89.63,88.34,99.55,99.55,,,,25.49,65.45,200222,102120,17,11,1,0,1,10.771641206423816,0.9792401096748922,16.64708186447317,3.2314923619271445,1.1750881316098707,100.0,Exact
Kapurthala,Punjab,853,79.15,21.82,998.33,99.77,99.41,87.66,84.18,20.68,85.3,51.37,95.03,93.46,65.65,,,24.59,68.66,815168,532706,88,14,5,3,1,2.628091292382665,0.938604032993809,16.519430980691038,0.7884273877147995,1.126324839592571,100.0,Exact
Jalandhar,Punjab,867,82.1,21.66,997.12,99.55,99.94,88.24,82.34,25.89,88.1,72.83,92.34,93.33,,,,24.81,69.23,2193590,1032419,198,37,14,2,1,3.5838162606461137,1.3560385851093404,19.178259989403525,1.075144878193834,1.6272463021312082,100.0,Exact
Hoshiarpur,Punjab,883,88.95,19.88,998.93,99.9,99.92,89.7,77.25,27.67,92.75,59.67,98.34,98.34,,,,19.29,69.59,1586625,1251656,244,33,12,3,1,2.636507155320631,0.9587298746620478,19.494174118128303,0.7909521465961894,1.1504758495944574,100.0,Exact
Fatehgarh Sahib,Punjab,841,80.12,21.07,898.95,99.55,99.71,87.6,74.34,35.08,87.23,75.97,96.59,98.47,83.55,,,29.98,61.54,600163,414681,73,15,5,1,1,3.617238310894398,1.205746103631466,17.603893113019407,1.0851714932683196,1.4468953243577594,100.0,Exact
Ludhiana,Punjab,799,81.43,21.34,918.48,99.69,99.87,84.61,83.21,25.24,85.28,65.19,90.12,92.35,,,,22.06,77.92,3498739,1429031,265,47,16,4,1,3.288941947375529,1.1196398118725206,18.544034384138623,0.9866825842126588,1.343567774247025,100.0,Exact
Moga,Punjab,869,71.98,22.75,905.7,99.87,99.21,87.76,71.49,23.65,76.0,58.43,93.04,95.31,,,73.12,22.02,70.28,995746,768500,122,23,6,0,1,2.992843201040989,0.7807417046193884,15.8750813272609,0.8978529603122967,0.936890045543266,100.0,Exact
Faridkot,Punjab,856,71.68,23.35,924.02,99.02,92.54,87.51,79.07,20.42,75.3,53.44,94.29,97.72,70.83,,51.07,28.13,76.1,617508,400457,62,11,3,1,1,2.7468617104957587,0.7491441028624796,15.482311459157913,0.8240585131487276,0.8989729234349756,100.0,Exact
Bathinda,Punjab,824,68.67,21.53,860.94,100.0,99.1,88.39,78.11,20.12,72.47,48.23,93.12,93.2,,,49.93,22.99,69.57,1388525,889308,136,24,9,3,1,2.6987275499601937,1.0120228312350723,15.292789449774432,0.8096182649880581,1.2144273974820872,100.0,Exact
Mansa,Punjab,888,63.64,23.01,923.75,99.54,99.28,85.41,52.28,18.42,69.39,49.42,88.77,93.5,79.08,,,36.62,78.24,769751,606147,103,15,4,2,1,2.4746472390360754,0.6599059304096201,16.992577708047715,0.7423941717108227,0.7918871164915442,100.0,Exact
Patiala,Punjab,841,76.94,20.16,921.57,99.74,99.1,88.06,80.38,33.77,78.6,71.95,97.25,97.32,,,,20.32,76.74,1895686,1132406,185,40,10,3,1,3.532302018887219,0.8830755047218047,16.336896837353386,1.0596906056661657,1.0596906056661657,100.0,Exact
Amritsar,Punjab,836,78.04,22.92,921.04,99.92,99.62,86.0,82.86,26.17,81.68,56.49,95.9,98.8,,,,19.38,73.55,2490656,1156045,179,44,8,2,1,3.806080213140492,0.6920145842073622,15.48382632163973,1.1418240639421475,0.8304175010488346,100.0,Exact
Tarn Taran,Punjab,877,68.59,25.83,978.01,99.65,95.6,82.01,66.21,24.96,68.61,60.25,95.97,95.42,81.79,,,23.77,70.54,1119627,977832,153,18,11,2,1,1.8408070097930933,1.1249376170957792,15.646859583241294,0.552242102937928,1.349925140514935,100.0,Exact
Rupnagar,Punjab,816,81.84,21.5,990.88,99.8,98.52,83.97,63.92,37.75,88.93,65.23,97.76,98.68,,,,15.05,65.51,684627,506820,85,14,4,2,1,2.762321928889941,0.7892348368256974,16.77124028254607,0.8286965786669824,0.9470818041908372,100.0,Exact
Sangrur,Punjab,858,73.49,21.19,936.52,99.56,99.69,92.37,69.8,18.7,79.79,47.71,94.66,97.67,,,,23.44,66.94,1655169,1139204,142,26,6,3,1,2.282295357108999,0.5266835439482305,12.464843873441456,0.6846886071326996,0.6320202527378767,100.0,Exact
Barnala,Punjab,853,72.36,21.69,882.86,99.8,99.8,90.66,73.48,20.69,78.75,63.79,96.7,95.27,68.45,,58.5,33.77,60.61,595527,404842,71,12,4,1,1,2.9641193354444453,0.9880397784814816,17.537706068046298,0.8892358006333335,1.185647734177778,100.0,Exact
Firozpur,Punjab,901,72.49,23.71,957.66,99.64,95.57,84.77,68.61,21.03,75.74,48.44,95.53,97.53,74.53,,,30.03,73.35,2029074,1476518,122,19,4,1,1,1.2868112681321866,0.2709076353962498,8.26268287958562,0.386043380439656,0.3250891624754998,94.11764705882352,Fuzzy
Gurdaspur,Punjab,855,79.01,23.74,952.27,99.05,97.56,85.42,81.26,23.47,84.39,61.09,92.4,92.66,80.02,,,25.08,70.12,2298323,1639004,222,33,13,1,1,2.013417905020366,0.7931646292504473,13.5448113610461,0.6040253715061098,0.9517975551005368,100.0,Exact
Ganganagar,Rajasthan,985,68.57,24.9,956.71,96.88,94.4,83.42,45.46,85.3,70.96,58.69,97.7,98.24,89.72,,,24.46,72.3,1969168,1433736,419,63,18,0,1,4.394114397629689,1.2554612564656256,29.224348136616506,1.3182343192889066,1.5065535077587504,100.0,Exact
Hanumangarh,Rajasthan,989,65.05,25.11,1015.43,98.98,97.83,83.79,36.2,89.0,69.72,53.12,94.94,96.92,83.26,,,24.15,80.97,1774692,1424228,360,60,17,0,1,4.212808623338398,1.1936291099458796,25.276851740030388,1.2638425870015195,1.4323549319350557,100.0,Exact
Bikaner,Rajasthan,966,64.56,30.23,967.84,96.12,94.93,79.84,51.35,87.44,64.33,50.52,89.99,92.68,75.55,,,22.8,82.44,2363937,1563553,420,71,18,0,0,4.540939769870289,1.151224167009369,26.861897230218613,1.3622819309610867,1.3814690004112429,100.0,Exact
Churu,Rajasthan,982,62.94,28.98,1036.63,96.59,98.21,80.15,40.63,81.87,66.04,45.01,87.84,89.9,74.27,,73.83,27.05,78.07,2039547,1463312,442,99,18,2,1,6.765474485277235,1.2300862700504065,30.20545174234886,2.02964234558317,1.4761035240604874,100.0,Exact
Jhunjhunun,Rajasthan,976,66.81,24.82,1062.83,99.04,98.39,78.97,55.5,86.13,76.06,49.15,97.12,98.57,88.69,,,20.89,77.24,2137045,1647966,599,115,28,1,1,6.978299309573135,1.6990641797221544,36.3478372733418,2.09348979287194,2.038877015666585,94.73684210526316,Fuzzy
Alwar,Rajasthan,935,63.96,29.36,991.31,97.83,97.61,65.99,34.9,80.75,65.64,29.97,91.27,90.79,59.37,,65.68,33.94,63.22,3674179,3019728,697,129,42,0,1,4.271907933429766,1.3908537457678307,23.081549066670902,1.2815723800289298,1.6690244949213968,100.0,Exact
Bharatpur,Rajasthan,950,62.36,31.66,969.92,98.26,93.93,62.66,24.34,84.77,63.05,33.23,92.12,90.83,64.06,70.48,77.42,40.27,75.71,2548462,2053363,396,74,26,0,0,3.603844035370268,1.266215471886851,19.28543564873819,1.0811532106110806,1.5194585662642213,100.0,Exact
Karauli,Rajasthan,979,56.48,32.09,996.37,98.67,94.75,49.94,24.23,86.35,54.82,42.02,97.56,97.55,88.91,,74.66,37.61,75.86,1458248,1240143,281,36,17,1,1,2.902891037565829,1.370809656628308,22.658677265444386,0.8708673112697488,1.64497158795397,100.0,Exact
Sawai Madhopur,Rajasthan,934,57.39,28.85,999.02,95.52,92.48,71.2,29.1,80.54,57.35,47.31,97.4,97.76,54.85,,73.32,26.93,73.29,1335551,1069084,269,41,15,1,1,3.835058797999035,1.4030702919508664,25.161727235652204,1.1505176393997103,1.6836843503410397,100.0,Exact
Dausa,Rajasthan,982,59.4,29.22,985.81,98.98,99.37,59.43,22.59,91.21,62.18,53.64,98.17,96.08,92.11,,70.95,37.66,74.4,1634409,1432616,320,48,17,0,1,3.350514024693288,1.1866403837455397,22.336760164621925,1.0051542074079864,1.4239684604946476,100.0,Exact
Jaipur,Rajasthan,957,68.14,25.63,944.24,99.53,99.92,79.58,60.05,81.53,73.75,53.5,97.33,98.01,89.26,,,25.0,71.3,6626178,3154331,628,182,41,0,1,5.769844699240505,1.2998001794992344,19.909134456719983,1.7309534097721513,1.5597602153990815,100.0,Exact
Sikar,Rajasthan,971,67.88,27.46,1061.29,99.19,99.44,77.91,58.41,82.37,73.26,50.42,95.76,94.92,69.98,,,23.13,61.45,2677333,2043427,644,115,32,3,2,5.6278007484485615,1.5659967300030782,31.515684191311948,1.688340224534569,1.8791960760036936,100.0,Exact
Nagaur,Rajasthan,985,62.85,27.6,1054.97,98.99,96.86,79.04,45.68,90.02,67.77,46.15,96.96,96.91,80.6,,,31.52,65.14,3307743,2670539,798,136,34,5,1,5.092604901107979,1.2731512252769948,29.88160816973652,1.5277814703323935,1.5277814703323935,100.0,Exact
Jodhpur,Rajasthan,978,64.77,30.27,1042.24,98.37,96.52,75.44,56.14,87.5,68.18,56.71,90.03,92.57,81.16,,,32.59,64.37,3687165,2422551,649,109,27,0,2,4.499389280143122,1.114527619851966,26.78994167718244,1.3498167840429365,1.3374331438223592,100.0,Exact
Jaisalmer,Rajasthan,979,61.7,32.93,986.52,97.3,95.18,75.74,30.86,93.66,63.53,47.59,90.01,93.57,72.02,,71.33,25.5,58.64,669919,580894,155,25,11,0,1,4.303711176221479,1.8936329175374509,26.68300929257317,1.2911133528664438,2.272359501044941,100.0,Exact
Barmer,Rajasthan,973,67.03,31.4,985.65,95.49,99.9,83.62,26.79,97.79,67.64,64.93,93.31,94.32,92.85,94.9,,39.06,67.09,2603751,2421914,729,106,26,1,1,4.376703714500184,1.073531099783064,30.100160451609764,1.3130111143500554,1.2882373197396768,100.0,Exact
Jalor,Rajasthan,927,59.5,31.05,982.4,98.35,98.28,77.38,36.53,96.61,62.62,71.22,95.52,94.77,77.97,,,44.27,66.26,1828730,1676975,408,71,12,0,1,4.233813861268057,0.7155741737354463,24.329521907005173,1.2701441583804172,0.8586890084825355,90.9090909090909,Fuzzy
Sirohi,Rajasthan,951,59.39,29.53,1060.25,93.93,93.55,54.12,45.96,91.96,62.22,69.52,95.71,95.91,86.36,,,30.66,75.77,1036346,827692,223,30,10,0,1,3.624536663396529,1.208178887798843,26.9423891979142,1.0873609990189588,1.4498146653586117,100.0,Exact
Pali,Rajasthan,929,67.1,27.31,1084.73,99.69,96.17,81.81,53.14,96.21,76.33,45.02,98.81,98.51,90.15,,,35.86,72.62,2037573,1577567,475,86,26,1,1,5.451432490664422,1.648107497177616,30.10965619843721,1.6354297471993269,1.977728996613139,100.0,Exact
Ajmer,Rajasthan,894,67.31,26.73,992.98,99.93,98.09,77.45,52.86,88.73,70.17,52.81,95.11,97.86,78.93,,,22.31,76.25,2583052,1547642,369,84,25,2,2,5.4276118120340495,1.6153606583434672,23.842723317149574,1.6282835436102148,1.9384327900121603,100.0,Exact
Tonk,Rajasthan,966,54.76,25.9,987.14,97.78,90.89,66.17,24.08,84.52,56.36,66.17,97.37,97.93,75.34,,72.84,33.1,64.63,1421326,1103603,294,63,12,0,1,5.708574550812203,1.0873475334880387,26.640014570456948,1.712572365243661,1.3048170401856465,100.0,Exact
Bundi,Rajasthan,984,57.9,28.38,1002.0,98.41,95.65,56.29,26.45,87.66,57.88,73.99,95.25,95.08,75.72,,52.94,29.99,74.89,1110906,888205,205,33,14,0,1,3.715358503948976,1.57621269864502,23.08025737301637,1.114607551184693,1.891455238374024,100.0,Exact
Bhilwara,Rajasthan,952,57.07,29.15,1068.86,99.25,93.08,62.25,26.5,89.05,58.06,64.66,95.01,96.04,83.23,,,22.57,62.71,2408523,1895869,523,84,27,0,0,4.4306858754481455,1.4241490313940468,27.586294200706902,1.3292057626344436,1.708978837672856,100.0,Exact
Rajsamand,Rajasthan,919,64.24,27.64,1064.71,98.86,94.81,72.05,37.09,93.22,69.74,60.68,95.1,95.66,71.67,,,30.29,84.26,1156597,972777,262,44,16,1,1,4.523133256645664,1.6447757296893326,26.933202573662825,1.3569399769936996,1.9737308756271996,100.0,Exact
Dungarpur,Rajasthan,972,64.61,28.82,1028.55,99.42,94.12,59.9,27.26,97.53,68.19,50.62,94.11,95.47,83.27,,,31.37,79.77,1388552,1299809,346,60,16,1,1,4.616062821537626,1.230950085743367,26.61929560420031,1.3848188464612878,1.4771401028920403,100.0,Exact
Banswara,Rajasthan,976,55.92,31.67,1056.23,93.11,95.59,40.8,21.13,84.23,54.82,69.88,97.7,97.48,82.99,,,44.62,82.12,1797485,1669864,455,58,22,0,1,3.473336750777309,1.3174725606396689,27.247727958684063,1.0420010252331926,1.5809670727676026,100.0,Exact
Kota,Rajasthan,979,74.67,23.92,980.88,99.43,99.57,79.03,72.3,80.88,77.94,81.34,97.87,98.97,84.37,,62.14,29.52,66.71,1951014,774410,190,61,16,0,0,7.876964398703529,2.066089022610762,24.5348071435028,2.363089319611059,2.479306827132914,100.0,Exact
Baran,Rajasthan,985,61.7,28.43,1019.13,98.31,96.1,58.98,39.59,89.48,59.74,79.31,97.28,97.83,89.25,,67.86,45.95,65.12,1222755,968541,268,52,14,0,1,5.368900232411431,1.4454731394953857,27.670485813197374,1.6106700697234293,1.7345677673944624,100.0,Exact
Jhalawar,Rajasthan,977,55.63,25.65,976.84,99.29,92.42,62.08,33.84,93.63,56.26,72.32,98.31,98.52,81.45,,,34.01,73.13,1411129,1181838,323,45,14,0,0,3.807628456692034,1.1845955198597438,27.330310922478372,1.1422885370076103,1.4215146238316927,100.0,Exact
Udaipur,Rajasthan,961,63.75,27.55,997.53,98.05,92.66,60.28,34.29,94.3,64.22,62.32,96.05,97.4,86.79,,,34.03,76.91,3068420,2459994,621,110,33,1,0,4.471555621680379,1.3414666865041134,25.243964009668318,1.3414666865041136,1.6097600238049363,100.0,Exact
Pratapgarh,Rajasthan,978,56.97,30.73,1038.19,96.97,88.64,46.28,23.01,84.47,55.36,52.93,96.35,97.09,75.82,,,29.02,65.81,867848,796041,204,34,8,0,1,4.271136788180508,1.0049733619248251,25.626820729083047,1.2813410364541524,1.2059680343097905,100.0,Exact
North  District,Sikkim,882,78.52,21.0,997.22,98.87,94.68,83.82,65.92,24.47,81.35,59.36,97.33,98.5,,,,31.75,53.47,43709,39065,19,5,0,0,1,12.799180852425446,0.0,48.63688723921669,3.8397542557276334,0.0,100.0,Exact
West District,Sikkim,906,81.76,19.21,959.08,98.83,89.87,88.93,69.8,19.87,85.73,70.36,99.33,99.33,,,,25.18,67.05,136435,131187,41,7,0,0,1,5.335894562723441,0.0,31.253096724523008,1.6007683688170324,0.0,100.0,Exact
South District,Sikkim,880,80.21,19.93,973.22,99.56,93.3,91.71,66.54,20.77,90.46,84.49,97.41,99.38,,,,24.81,56.46,146850,125651,39,6,1,0,1,4.775131117141925,0.7958551861903208,31.038352261422517,1.4325393351425773,0.955026223428385,100.0,Exact
East District,Sikkim,848,86.41,19.31,1008.44,99.38,93.58,85.01,87.59,29.88,90.14,43.82,91.83,94.17,,,,17.75,49.78,283583,161096,54,8,1,1,1,4.965983016338084,0.6207478770422605,33.52038536028206,1.4897949049014252,0.7448974524507126,100.0,Exact
Thiruvallur,Tamil Nadu,806,83.49,21.62,979.44,99.82,99.95,75.58,93.42,57.37,85.9,85.35,100.0,100.0,,,,18.07,58.44,3728104,1299709,303,54,14,11,0,4.154776184515149,1.077164195985409,23.31291081311278,1.2464328553545447,1.292597035182491,95.23809523809524,Fuzzy
Chennai,Tamil Nadu,743,92.71,18.01,1037.32,99.89,98.72,90.43,97.71,58.23,96.1,89.86,100.0,100.0,,,,20.35,55.25,4646732,0,0,144,15,5,0,,,,,,100.0,Exact
Kancheepuram,Tamil Nadu,816,84.97,19.19,1001.69,99.42,99.42,75.86,88.06,59.7,84.45,76.07,100.0,100.0,,,,20.58,68.81,3998252,1459916,143,23,5,3,1,1.575433107110272,0.3424854580674504,9.795084100729085,0.4726299321330816,0.4109825496809405,100.0,Exact
Vellore,Tamil Nadu,880,79.96,22.41,1070.35,99.3,97.68,76.2,85.3,71.36,84.72,95.4,99.53,100.0,92.72,,,29.8,60.91,3936331,2234344,178,39,7,4,0,1.7454787624466064,0.3132910599263139,7.966544095269126,0.5236436287339818,0.3759492719115767,100.0,Exact
Tiruvannamalai,Tamil Nadu,874,75.54,20.94,1108.56,99.04,98.53,61.69,70.74,69.6,81.66,97.65,99.05,99.05,,,,30.63,64.66,2464875,1969930,410,81,18,9,1,4.111821232226526,0.9137380516058948,20.81292228657871,1.2335463696679578,1.0964856619270735,100.0,Exact
Viluppuram,Tamil Nadu,859,73.64,24.77,1119.57,99.73,98.37,53.83,68.64,77.56,77.83,94.88,99.11,100.0,,,,23.88,73.41,3458873,2939785,345,52,13,7,0,1.7688368367074463,0.4422092091768616,11.735552089693634,0.5306510510122339,0.5306510510122339,90.0,Fuzzy
Salem,Tamil Nadu,882,74.41,20.09,1057.14,99.52,97.64,64.51,84.48,67.49,83.16,85.04,100.0,100.0,,,,23.62,51.33,3482056,1707934,398,87,20,11,1,5.093873650855361,1.171005436978244,23.30300819586705,1.5281620952566082,1.4052065243738927,100.0,Exact
Namakkal,Tamil Nadu,888,73.48,17.3,1142.4,99.24,99.45,75.23,89.66,68.76,88.93,97.83,100.0,100.0,,,,25.21,67.92,1726601,1030476,240,48,15,8,0,4.658041526440208,1.455637977012565,23.29020763220104,1.3974124579320624,1.746765572415078,100.0,Exact
Erode,Tamil Nadu,877,73.09,18.18,1112.41,99.6,98.9,67.64,95.9,77.67,83.05,93.93,100.0,100.0,,,,19.39,46.46,2251744,1093768,311,62,14,7,1,5.668478141616869,1.2799789352038091,28.43381777488462,1.7005434424850607,1.535974722244571,100.0,Exact
The Nilgiris,Tamil Nadu,904,85.21,19.72,1092.59,98.61,96.43,83.58,81.47,74.54,90.62,92.46,100.0,100.0,,,,26.66,45.85,735394,299739,194,33,4,5,0,11.00957833314984,1.334494343412102,64.72297565548693,3.302873499944952,1.601393212094522,100.0,Exact
Dindigul,Tamil Nadu,924,77.83,24.37,1065.81,98.79,99.47,61.04,76.3,71.92,81.01,96.21,96.99,98.59,92.56,,,27.09,50.21,2159775,1351735,311,59,14,12,0,4.364760844396276,1.0357059630770824,23.00746817978376,1.3094282533188828,1.242847155692499,100.0,Exact
Karur,Tamil Nadu,862,73.21,19.12,1154.12,98.69,99.36,63.56,72.46,74.6,80.47,95.7,100.0,99.22,,,,33.61,73.15,1064493,629976,168,29,8,6,1,4.603349968887704,1.2698896465897114,26.66768257838394,1.381004990666311,1.5238675759076536,100.0,Exact
Tiruchirappalli,Tamil Nadu,851,80.72,21.48,1122.99,98.98,98.08,67.12,71.15,67.75,84.79,90.51,98.6,99.04,,,,27.55,82.34,2722290,1384257,307,70,14,9,1,5.05686444063494,1.011372888126988,22.17796261821324,1.517059332190482,1.2136474657523857,96.55172413793105,Fuzzy
Perambalur,Tamil Nadu,860,73.1,22.57,1209.51,99.07,100.0,57.38,75.13,75.53,82.98,92.19,100.0,100.0,,,,29.12,69.23,565223,468060,90,25,4,3,1,5.341195573217109,0.8545912917147374,19.22830406358159,1.6023586719651326,1.025509550057685,100.0,Exact
Ariyalur,Tamil Nadu,864,73.47,22.39,1143.08,98.22,93.19,54.64,46.69,71.13,77.44,91.43,100.0,100.0,,,,25.33,61.99,754894,671100,117,33,6,3,0,4.917299955297273,0.8940545373267769,17.434063477872147,1.4751899865891818,1.0728654447921322,100.0,Exact
Cuddalore,Tamil Nadu,876,76.76,22.92,1061.53,99.16,99.49,61.32,75.61,64.4,80.46,82.22,99.17,99.12,,,,20.22,64.79,2605914,1720725,319,58,13,9,1,3.370672245710384,0.755495503348879,18.53869735140711,1.011201673713115,0.9065946040186548,100.0,Exact
Nagapattinam,Tamil Nadu,862,79.15,20.82,1148.26,98.97,100.0,69.57,59.03,70.85,89.25,93.13,99.65,100.0,,,,32.28,60.91,1616450,1251826,111,21,6,6,0,1.6775494357842065,0.4792998387954875,8.867047017716521,0.503264830735262,0.5751598065545851,100.0,Exact
Thiruvarur,Tamil Nadu,864,84.85,19.62,1130.88,98.6,100.0,71.02,58.94,75.24,91.21,92.33,100.0,100.0,,,,19.75,45.04,1264277,1006482,195,40,10,7,1,3.97423898291276,0.99355974572819,19.374415041699702,1.192271694873828,1.192271694873828,94.73684210526316,Fuzzy
Thanjavur,Tamil Nadu,826,80.59,19.58,1111.66,98.84,99.67,79.62,69.42,70.63,86.37,93.66,100.0,100.0,,,,19.55,64.84,2405890,1554531,309,63,14,13,1,4.052669261661555,0.9005931692581236,19.877377807197156,1.2158007784984668,1.0807118031097482,100.0,Exact
Pudukkottai,Tamil Nadu,895,74.71,23.72,1095.16,98.85,95.71,55.21,42.01,72.91,83.71,91.64,100.0,100.0,83.32,,,32.2,71.05,1618345,1301991,242,63,13,12,1,4.838743124952477,0.9984708035616222,18.58691803553174,1.451622937485743,1.1981649642739465,95.23809523809524,Fuzzy
Sivaganga,Tamil Nadu,922,78.77,21.76,1223.33,99.42,96.47,74.39,75.15,67.72,88.03,90.89,100.0,100.0,,,,27.62,56.37,1339101,926256,275,40,12,16,1,4.3184605551812885,1.2955381665543868,29.689416316871363,1.2955381665543868,1.554645799865264,100.0,Exact
Madurai,Tamil Nadu,914,83.93,19.92,1079.13,98.91,98.71,80.05,91.18,66.29,87.3,89.47,100.0,100.0,,,,32.39,54.32,3038252,1191451,314,75,13,6,1,6.294845528687289,1.0911065583057968,26.354419946770783,1.888453658606187,1.3093278699669564,100.0,Exact
Theni,Tamil Nadu,920,80.88,23.77,1168.4,99.4,99.88,74.43,89.94,67.35,86.94,98.65,100.0,100.0,95.18,,,20.22,46.78,1245899,575418,162,33,8,5,1,5.734961367214789,1.3902936647793431,28.153446711781697,1.720488410164437,1.6683523977352115,100.0,Exact
Virudhunagar,Tamil Nadu,914,80.47,21.36,1109.45,99.52,97.41,59.78,90.51,51.27,85.25,83.4,97.77,100.0,,,,29.22,58.9,1942288,962062,245,47,11,10,0,4.885340030060433,1.1433774538439312,25.466134199251197,1.46560200901813,1.3720529446127172,100.0,Exact
Ramanathapuram,Tamil Nadu,899,80.29,24.41,1146.99,99.3,93.89,78.62,82.73,69.74,86.06,88.22,99.63,99.3,90.35,,,26.43,57.19,1353445,942746,244,48,11,9,0,5.09150927185053,1.1668042081324133,25.88183879857353,1.527452781555159,1.4001650497588958,100.0,Exact
Thoothukkudi,Tamil Nadu,848,86.64,20.89,1110.83,100.0,96.97,79.42,90.67,57.78,90.28,80.66,100.0,100.0,,,,20.34,55.62,1750176,873374,253,48,12,8,1,5.495927288881968,1.373981822220492,28.968116751815373,1.6487781866645903,1.6487781866645903,95.65217391304348,Fuzzy
Tirunelveli,Tamil Nadu,873,84.42,22.05,1109.06,99.51,98.08,79.78,87.86,61.27,87.34,84.97,100.0,100.0,,,,29.39,49.87,3077233,1557004,202,43,9,8,0,2.761714163868558,0.5780331970887679,12.97363397910346,0.8285142491605673,0.6936398365065215,100.0,Exact
Kanniyakumari,Tamil Nadu,839,92.89,20.79,1121.33,99.84,98.19,96.18,74.38,64.1,97.99,84.21,100.0,100.0,,,,17.31,39.09,1870374,330572,267,38,9,8,1,11.495226455961182,2.722553634306596,80.76909115109568,3.4485679367883546,3.2670643611679147,91.66666666666666,Fuzzy
Dharmapuri,Tamil Nadu,911,72.55,23.78,1191.83,99.41,98.72,72.35,82.47,75.45,80.58,94.49,99.59,99.59,90.6,,,28.71,54.15,1506843,1245931,218,43,8,3,1,3.451234458409013,0.6420901317970257,17.49695609146895,1.035370337522704,0.7705081581564308,100.0,Exact
Krishnagiri,Tamil Nadu,922,72.57,24.21,1053.05,99.16,99.77,75.94,86.0,73.58,79.86,93.12,99.6,100.0,87.29,,,29.03,46.51,1879809,1451446,239,51,10,6,0,3.513737335043812,0.6889681049105513,16.466337707362175,1.0541212005131435,0.8267617258926616,100.0,Exact
Coimbatore,Tamil Nadu,877,84.15,19.25,1061.15,99.42,99.9,78.45,95.45,60.99,90.57,89.99,100.0,100.0,,,,23.0,37.84,3458045,839105,328,77,12,12,1,9.176443949207789,1.4300951609154993,39.08926773169031,2.752933184762336,1.716114193098599,100.0,Exact
Tiruppur,Tamil Nadu,877,75.81,17.79,1114.27,99.45,99.79,75.88,95.4,59.86,87.49,93.54,100.0,100.0,,,,21.46,44.75,2479052,957941,242,54,13,9,0,5.6370903844808815,1.3570773147824344,25.2625161674884,1.6911271153442644,1.628492777738921,93.33333333333331,Fuzzy
Dhalai,Tripura,920,74.84,27.16,1034.03,97.73,70.3,67.56,33.95,44.2,71.63,52.02,87.26,87.71,73.72,,,45.74,81.2,378230,337731,121,16,2,3,1,4.737498186426476,0.5921872733033094,35.82733003485022,1.4212494559279427,0.7106247279639714,100.0,Exact
North Tripura,Tripura,909,86.36,26.2,1040.17,96.21,75.58,74.13,41.6,28.65,83.12,67.1,85.36,86.66,69.59,,,26.24,52.49,693947,573662,99,16,4,1,1,2.7890988073116225,0.6972747018279056,17.257548870240665,0.8367296421934868,0.8367296421934868,100.0,Exact
